Landscape,id,SurveyYear,GS,Necessary,Have,Quantity
crossriver,7205,2017,access road,1,1,0
crossriver,7205,2017,phone,1,1,4
crossriver,7205,2017,access employment,1,0,0
crossriver,7206,2017,generator,1,1,1
crossriver,7206,2017,moto,1,1,1
crossriver,7206,2017,access skill aquisition,1,1,0
crossriver,7206,2017,access employment,1,0,0
crossriver,7206,2017,agric extens service,1,1,0
crossriver,7206,2017,agric loan,1,0,0
crossriver,7206,2017,machete,1,1,4
crossriver,7206,2017,access bank,1,1,1
crossriver,7206,2017,sport field,1,1,0
crossriver,7206,2017,car,1,0,0
crossriver,7206,2017,sec educ,1,1,0
crossriver,7206,2017,tv,1,1,1
crossriver,7206,2017,radio,1,1,2
crossriver,7206,2017,chair,1,1,7
crossriver,7206,2017,new clothes,1,1,0
crossriver,7206,2017,barbing salon,1,1,0
crossriver,7206,2017,chain saw,1,0,0
crossriver,7206,2017,hurricane lamp,0,1,1
crossriver,7206,2017,health workers,1,1,0
crossriver,7206,2017,access road,1,1,0
crossriver,7206,2017,fridge,1,0,0
crossriver,7206,2017,access market,1,1,0
crossriver,7206,2017,access cassava machine,1,1,0
crossriver,7206,2017,phone,1,1,3
