Landscape,id,SurveyYear,GS,Necessary,Have,Quantity
crossriver,8171,2018,wooden metal house,1,1,1
crossriver,8171,2018,access skill aquisition,1,1,0
crossriver,8171,2018,access employment,1,0,0
crossriver,8171,2018,drinking water 15min,1,1,0
crossriver,8171,2018,hurricane lamp,1,0,0
crossriver,8171,2018,chair,1,1,5
crossriver,8171,2018,barbing salon,1,1,0
crossriver,8171,2018,matress,1,1,2
crossriver,8171,2018,moto,1,1,1
crossriver,8171,2018,sec educ,1,0,0
crossriver,8171,2018,chain saw,0,0,0
crossriver,8171,2018,health workers,1,1,5
crossriver,8171,2018,machete,1,1,3
crossriver,8171,2018,new clothes,1,0,1
crossriver,8171,2018,access market,1,1,0
crossriver,8171,2018,phone,1,1,1
crossriver,8171,2018,access maternity,1,1,0
crossriver,8171,2018,tv,1,1,1
crossriver,8171,2018,agric loan,1,0,0
crossriver,8171,2018,meals 3 day,1,0,2
crossriver,8171,2018,sewing machine,0,0,0
crossriver,8171,2018,access bank,1,0,0
crossriver,8171,2018,cocoa dryer,1,1,1
crossriver,8171,2018,fridge,1,0,0
crossriver,8171,2018,access cassava machine,1,0,0
crossriver,8171,2018,wc,1,1,2
crossriver,8171,2018,sport field,1,1,1
crossriver,8171,2018,radio,1,0,0
crossriver,8171,2018,access road,1,0,0
crossriver,8171,2018,hair dressing,1,1,0
crossriver,8172,2018,drinking water 15min,1,1,0
crossriver,8172,2018,access employment,1,0,0
crossriver,8172,2018,tv,1,0,0
crossriver,8172,2018,radio,1,1,1
crossriver,8172,2018,access bank,1,0,0
crossriver,8172,2018,machete,1,1,1
crossriver,8172,2018,agric extens service,1,0,0
crossriver,8172,2018,access skill aquisition,1,1,0
crossriver,8172,2018,barbing salon,1,1,0
crossriver,8172,2018,phone,1,0,0
crossriver,8172,2018,sport field,1,1,1
crossriver,8172,2018,wc,1,1,1
crossriver,8172,2018,access maternity,1,1,0
crossriver,8172,2018,matress,1,0,0
crossriver,8172,2018,generator,1,0,0
crossriver,8172,2018,chain saw,0,0,0
crossriver,8172,2018,sec educ,1,0,0
crossriver,8172,2018,car,0,0,0
crossriver,8172,2018,moto,1,0,0
crossriver,8172,2018,agric loan,1,0,0
crossriver,8172,2018,fridge,1,0,0
crossriver,8172,2018,new clothes,1,1,0
crossriver,8172,2018,meals 3 day,1,0,2
crossriver,8172,2018,access cassava machine,1,1,2
crossriver,8172,2018,sewing machine,0,0,0
crossriver,8172,2018,access road,1,0,0
crossriver,8172,2018,cocoa dryer,1,0,0
crossriver,8172,2018,hurricane lamp,0,0,0
crossriver,8172,2018,chair,1,1,4
crossriver,8172,2018,wooden metal house,1,1,1
crossriver,8172,2018,access market,1,1,0
crossriver,8172,2018,hair dressing,1,1,0
crossriver,8172,2018,health workers,1,1,3
crossriver,8173,2018,access employment,1,0,0
crossriver,8173,2018,radio,1,0,0
crossriver,8173,2018,meals 3 day,1,1,0
crossriver,8173,2018,matress,1,1,3
crossriver,8173,2018,access market,1,1,0
crossriver,8173,2018,sewing machine,1,0,0
crossriver,8173,2018,new clothes,1,0,1
crossriver,8173,2018,car,0,0,0
crossriver,8173,2018,hair dressing,1,1,0
crossriver,8173,2018,tv,1,0,0
crossriver,8173,2018,chain saw,1,0,0
crossriver,8173,2018,access skill aquisition,1,1,0
crossriver,8173,2018,sec educ,1,0,0
crossriver,8173,2018,chair,1,0,0
crossriver,8173,2018,generator,1,1,1
crossriver,8173,2018,access cassava machine,1,1,1
crossriver,8173,2018,agric loan,1,0,0
crossriver,8173,2018,agric extens service,1,1,0
crossriver,8173,2018,drinking water 15min,1,1,0
crossriver,8173,2018,barbing salon,1,1,0
crossriver,8173,2018,fridge,1,0,0
crossriver,8173,2018,health workers,1,1,4
crossriver,8173,2018,sport field,1,1,1
crossriver,8173,2018,wc,1,1,2
crossriver,8173,2018,phone,1,1,1
crossriver,8173,2018,moto,1,1,1
crossriver,8173,2018,access bank,1,1,0
crossriver,8173,2018,cocoa dryer,1,0,0
crossriver,8173,2018,wooden metal house,1,1,2
crossriver,8173,2018,machete,1,1,4
crossriver,8173,2018,hurricane lamp,1,0,0
crossriver,8173,2018,access road,1,0,0
crossriver,8173,2018,access maternity,1,1,0
crossriver,8174,2018,hair dressing,1,1,0
crossriver,8174,2018,access maternity,1,1,0
crossriver,8174,2018,chair,1,1,4
crossriver,8174,2018,drinking water 15min,1,1,0
crossriver,8174,2018,fridge,1,0,0
crossriver,8174,2018,wooden metal house,1,1,1
crossriver,8174,2018,access road,1,0,0
crossriver,8174,2018,hurricane lamp,1,1,1
crossriver,8174,2018,agric extens service,1,1,0
crossriver,8174,2018,chain saw,0,0,0
crossriver,8174,2018,tv,1,1,1
crossriver,8174,2018,access market,1,1,0
crossriver,8174,2018,phone,1,1,2
crossriver,8174,2018,new clothes,1,1,0
crossriver,8174,2018,car,0,0,0
crossriver,8174,2018,meals 3 day,1,1,0
crossriver,8174,2018,sec educ,1,0,0
crossriver,8174,2018,sport field,1,1,2
crossriver,8174,2018,wc,1,0,0
crossriver,8174,2018,agric loan,1,1,0
crossriver,8174,2018,access bank,1,0,0
crossriver,8174,2018,health workers,1,1,4
crossriver,8174,2018,access skill aquisition,1,1,0
crossriver,8174,2018,machete,1,1,7
crossriver,8174,2018,generator,1,1,1
crossriver,8174,2018,access employment,1,0,0
crossriver,8174,2018,sewing machine,1,1,2
crossriver,8174,2018,access cassava machine,1,1,3
crossriver,8174,2018,barbing salon,1,1,0
crossriver,8174,2018,matress,1,1,2
crossriver,8174,2018,cocoa dryer,1,1,2
crossriver,8174,2018,moto,1,0,0
crossriver,8174,2018,radio,1,1,1
crossriver,8175,2018,sport field,1,1,1
crossriver,8175,2018,agric extens service,1,0,0
crossriver,8175,2018,wooden metal house,1,0,0
crossriver,8175,2018,car,0,0,0
crossriver,8175,2018,agric loan,1,0,0
crossriver,8175,2018,moto,1,0,0
crossriver,8175,2018,cocoa dryer,1,0,0
crossriver,8175,2018,radio,0,0,0
crossriver,8175,2018,phone,1,1,1
crossriver,8175,2018,barbing salon,1,1,0
crossriver,8175,2018,health workers,1,1,4
crossriver,8175,2018,new clothes,1,1,0
crossriver,8175,2018,access cassava machine,1,1,1
crossriver,8175,2018,access road,1,0,0
crossriver,8175,2018,access employment,1,0,0
crossriver,8175,2018,hurricane lamp,1,1,1
crossriver,8175,2018,access bank,1,1,0
crossriver,8175,2018,drinking water 15min,1,1,0
crossriver,8175,2018,machete,1,1,1
crossriver,8175,2018,access skill aquisition,1,1,0
crossriver,8175,2018,generator,1,0,0
crossriver,8175,2018,access maternity,1,1,0
crossriver,8175,2018,wc,1,0,0
crossriver,8175,2018,matress,1,0,0
crossriver,8175,2018,sec educ,1,0,0
crossriver,8175,2018,tv,1,0,0
crossriver,8175,2018,chair,1,0,0
crossriver,8175,2018,access market,1,1,0
crossriver,8175,2018,chain saw,1,0,0
crossriver,8175,2018,hair dressing,1,1,0
crossriver,8175,2018,fridge,0,0,0
crossriver,8175,2018,sewing machine,0,0,0
crossriver,8175,2018,meals 3 day,1,1,0
crossriver,8176,2018,agric extens service,1,0,0
crossriver,8176,2018,hurricane lamp,0,0,0
crossriver,8176,2018,barbing salon,1,1,0
crossriver,8176,2018,wooden metal house,1,0,0
crossriver,8176,2018,health workers,1,1,6
crossriver,8176,2018,drinking water 15min,1,0,0
crossriver,8176,2018,moto,1,0,0
crossriver,8176,2018,meals 3 day,1,1,0
crossriver,8176,2018,phone,1,0,0
crossriver,8176,2018,fridge,0,0,0
crossriver,8176,2018,sport field,1,1,1
crossriver,8176,2018,access bank,1,1,0
crossriver,8176,2018,access cassava machine,1,1,2
crossriver,8176,2018,radio,1,1,1
crossriver,8176,2018,new clothes,1,1,0
crossriver,8176,2018,access maternity,1,1,0
crossriver,8176,2018,generator,0,0,0
crossriver,8176,2018,car,0,0,0
crossriver,8176,2018,access employment,1,0,0
crossriver,8176,2018,cocoa dryer,1,0,0
crossriver,8176,2018,hair dressing,1,1,0
crossriver,8176,2018,machete,1,1,3
crossriver,8176,2018,access road,1,0,0
crossriver,8176,2018,sewing machine,0,0,0
crossriver,8176,2018,tv,0,0,0
crossriver,8176,2018,access market,1,1,0
crossriver,8176,2018,agric loan,1,1,0
crossriver,8176,2018,access skill aquisition,1,1,0
crossriver,8176,2018,matress,1,1,2
crossriver,8176,2018,sec educ,1,0,0
crossriver,8176,2018,chain saw,0,0,0
crossriver,8176,2018,chair,1,0,0
crossriver,8176,2018,wc,1,0,0
crossriver,8177,2018,fridge,1,0,0
crossriver,8177,2018,sewing machine,1,0,0
crossriver,8177,2018,cocoa dryer,1,0,0
crossriver,8177,2018,access skill aquisition,1,1,0
crossriver,8177,2018,sport field,1,1,2
crossriver,8177,2018,access maternity,1,1,0
crossriver,8177,2018,health workers,1,1,4
crossriver,8177,2018,barbing salon,1,1,0
crossriver,8177,2018,radio,1,1,1
crossriver,8177,2018,agric extens service,1,1,0
crossriver,8177,2018,phone,1,1,1
crossriver,8177,2018,car,0,0,0
crossriver,8177,2018,new clothes,1,0,0
crossriver,8177,2018,chain saw,1,0,0
crossriver,8177,2018,drinking water 15min,1,0,0
crossriver,8177,2018,tv,1,1,1
crossriver,8177,2018,access cassava machine,1,1,2
crossriver,8177,2018,chair,1,1,2
crossriver,8177,2018,moto,1,0,0
crossriver,8177,2018,matress,1,1,2
crossriver,8177,2018,wooden metal house,1,1,1
crossriver,8177,2018,meals 3 day,1,0,2
crossriver,8177,2018,access market,1,1,0
crossriver,8177,2018,generator,1,1,1
crossriver,8177,2018,access employment,1,0,0
crossriver,8177,2018,agric loan,1,1,0
crossriver,8177,2018,access road,1,0,0
crossriver,8177,2018,wc,1,1,1
crossriver,8177,2018,hurricane lamp,1,1,1
crossriver,8177,2018,hair dressing,1,1,0
crossriver,8177,2018,sec educ,1,1,0
crossriver,8177,2018,access bank,1,1,0
crossriver,8177,2018,machete,1,1,2
crossriver,8178,2018,radio,0,0,0
crossriver,8178,2018,cocoa dryer,0,0,0
crossriver,8178,2018,phone,1,0,0
crossriver,8178,2018,fridge,0,0,0
crossriver,8178,2018,access maternity,1,1,0
crossriver,8178,2018,sport field,1,1,2
crossriver,8178,2018,agric extens service,1,0,0
crossriver,8178,2018,access bank,1,1,0
crossriver,8178,2018,access road,1,0,0
crossriver,8178,2018,matress,1,1,2
crossriver,8178,2018,tv,0,0,0
crossriver,8178,2018,access skill aquisition,1,1,0
crossriver,8178,2018,car,0,0,0
crossriver,8178,2018,drinking water 15min,1,0,0
crossriver,8178,2018,access market,1,1,0
crossriver,8178,2018,agric loan,0,0,0
crossriver,8178,2018,access cassava machine,1,1,1
crossriver,8178,2018,wooden metal house,1,0,0
crossriver,8178,2018,barbing salon,1,1,0
crossriver,8178,2018,sewing machine,0,0,0
crossriver,8178,2018,hurricane lamp,1,0,0
crossriver,8178,2018,health workers,1,1,5
crossriver,8178,2018,chain saw,1,0,0
crossriver,8178,2018,hair dressing,1,1,0
crossriver,8178,2018,machete,1,1,3
crossriver,8178,2018,sec educ,1,1,0
crossriver,8178,2018,moto,1,0,0
crossriver,8178,2018,access employment,1,0,0
crossriver,8178,2018,new clothes,1,1,0
crossriver,8178,2018,meals 3 day,1,1,0
crossriver,8178,2018,generator,0,0,0
crossriver,8178,2018,chair,1,0,0
crossriver,8178,2018,wc,1,0,0
crossriver,8179,2018,access bank,1,0,0
crossriver,8179,2018,chain saw,0,0,0
crossriver,8179,2018,phone,1,1,1
crossriver,8179,2018,moto,1,0,0
crossriver,8179,2018,access employment,1,0,0
crossriver,8179,2018,fridge,1,0,0
crossriver,8179,2018,barbing salon,1,1,0
crossriver,8179,2018,agric loan,1,0,0
crossriver,8179,2018,hurricane lamp,1,1,3
crossriver,8179,2018,health workers,1,1,6
crossriver,8179,2018,access cassava machine,1,0,0
crossriver,8179,2018,machete,1,1,7
crossriver,8179,2018,access skill aquisition,1,1,0
crossriver,8179,2018,tv,1,1,1
crossriver,8179,2018,access maternity,1,1,0
crossriver,8179,2018,agric extens service,1,1,0
crossriver,8179,2018,sport field,1,1,2
crossriver,8179,2018,meals 3 day,1,0,2
crossriver,8179,2018,generator,1,1,1
crossriver,8179,2018,access road,1,0,0
crossriver,8179,2018,drinking water 15min,1,0,0
crossriver,8179,2018,car,0,0,0
crossriver,8179,2018,chair,1,1,2
crossriver,8179,2018,new clothes,1,0,1
crossriver,8179,2018,sewing machine,1,0,0
crossriver,8179,2018,sec educ,1,1,0
crossriver,8179,2018,matress,1,1,4
crossriver,8179,2018,wc,1,1,2
crossriver,8179,2018,cocoa dryer,1,0,0
crossriver,8179,2018,hair dressing,1,1,0
crossriver,8179,2018,access market,1,1,0
crossriver,8179,2018,radio,1,1,1
crossriver,8179,2018,wooden metal house,1,1,1
crossriver,8180,2018,access maternity,1,1,0
crossriver,8180,2018,drinking water 15min,1,0,0
crossriver,8180,2018,car,0,0,0
crossriver,8180,2018,cocoa dryer,1,0,0
crossriver,8180,2018,moto,1,1,1
crossriver,8180,2018,access road,1,0,0
crossriver,8180,2018,chain saw,1,0,0
crossriver,8180,2018,phone,1,1,1
crossriver,8180,2018,radio,1,1,1
crossriver,8180,2018,meals 3 day,1,0,2
crossriver,8180,2018,agric extens service,1,1,0
crossriver,8180,2018,new clothes,1,0,0
crossriver,8180,2018,wc,1,0,0
crossriver,8180,2018,access bank,1,0,0
crossriver,8180,2018,sewing machine,0,0,0
crossriver,8180,2018,matress,1,1,1
crossriver,8180,2018,tv,1,1,1
crossriver,8180,2018,health workers,1,1,7
crossriver,8180,2018,machete,1,1,2
crossriver,8180,2018,access employment,1,0,0
crossriver,8180,2018,wooden metal house,1,1,1
crossriver,8180,2018,chair,1,1,4
crossriver,8180,2018,sec educ,1,1,0
crossriver,8180,2018,sport field,1,1,2
crossriver,8180,2018,fridge,1,0,0
crossriver,8180,2018,access skill aquisition,1,1,0
crossriver,8180,2018,hurricane lamp,1,0,0
crossriver,8180,2018,barbing salon,1,1,0
crossriver,8180,2018,agric loan,1,0,0
crossriver,8180,2018,access cassava machine,1,0,0
crossriver,8180,2018,access market,1,1,0
crossriver,8180,2018,hair dressing,1,1,0
crossriver,8180,2018,generator,1,0,0
crossriver,8181,2018,sport field,1,1,2
crossriver,8181,2018,health workers,1,1,3
crossriver,8181,2018,meals 3 day,1,0,2
crossriver,8181,2018,cocoa dryer,1,0,0
crossriver,8181,2018,agric loan,1,0,0
crossriver,8181,2018,access bank,1,0,0
crossriver,8181,2018,new clothes,1,0,1
crossriver,8181,2018,hurricane lamp,1,1,1
crossriver,8181,2018,drinking water 15min,1,0,0
crossriver,8181,2018,wooden metal house,1,1,1
crossriver,8181,2018,access maternity,1,1,0
crossriver,8181,2018,car,0,0,0
crossriver,8181,2018,fridge,0,0,0
crossriver,8181,2018,access skill aquisition,1,1,0
crossriver,8181,2018,wc,1,0,0
crossriver,8181,2018,radio,1,0,0
crossriver,8181,2018,generator,1,0,0
crossriver,8181,2018,moto,1,0,0
crossriver,8181,2018,agric extens service,1,0,0
crossriver,8181,2018,barbing salon,1,1,0
crossriver,8181,2018,access road,1,0,0
crossriver,8181,2018,access cassava machine,1,0,0
crossriver,8181,2018,chair,1,0,0
crossriver,8181,2018,sewing machine,0,0,0
crossriver,8181,2018,machete,1,1,1
crossriver,8181,2018,phone,1,0,0
crossriver,8181,2018,access employment,1,0,0
crossriver,8181,2018,chain saw,0,0,0
crossriver,8181,2018,access market,1,1,0
crossriver,8181,2018,hair dressing,1,1,0
crossriver,8181,2018,tv,1,0,0
crossriver,8181,2018,matress,1,1,1
crossriver,8181,2018,sec educ,1,1,0
crossriver,8182,2018,new clothes,1,1,0
crossriver,8182,2018,radio,1,0,0
crossriver,8182,2018,fridge,1,0,0
crossriver,8182,2018,phone,1,0,0
crossriver,8182,2018,agric extens service,1,0,0
crossriver,8182,2018,wooden metal house,1,0,0
crossriver,8182,2018,cocoa dryer,0,0,0
crossriver,8182,2018,sewing machine,1,1,1
crossriver,8182,2018,barbing salon,1,1,0
crossriver,8182,2018,machete,1,1,2
crossriver,8182,2018,hair dressing,1,1,0
crossriver,8182,2018,generator,1,0,0
crossriver,8182,2018,health workers,1,1,6
crossriver,8182,2018,agric loan,1,0,0
crossriver,8182,2018,meals 3 day,1,0,2
crossriver,8182,2018,chair,1,0,0
crossriver,8182,2018,access skill aquisition,1,1,0
crossriver,8182,2018,access cassava machine,1,0,0
crossriver,8182,2018,tv,1,0,0
crossriver,8182,2018,hurricane lamp,1,0,0
crossriver,8182,2018,car,0,0,0
crossriver,8182,2018,access market,1,0,0
crossriver,8182,2018,drinking water 15min,1,0,0
crossriver,8182,2018,access maternity,1,1,0
crossriver,8182,2018,chain saw,1,0,0
crossriver,8182,2018,access employment,1,0,0
crossriver,8182,2018,access road,1,0,0
crossriver,8182,2018,sec educ,1,1,0
crossriver,8182,2018,wc,1,0,0
crossriver,8182,2018,matress,1,1,1
crossriver,8182,2018,sport field,1,1,2
crossriver,8182,2018,moto,1,0,0
crossriver,8182,2018,access bank,1,0,0
crossriver,8183,2018,access market,1,1,0
crossriver,8183,2018,chair,1,1,3
crossriver,8183,2018,barbing salon,1,1,0
crossriver,8183,2018,car,0,0,0
crossriver,8183,2018,access employment,1,0,0
crossriver,8183,2018,drinking water 15min,1,0,0
crossriver,8183,2018,cocoa dryer,1,0,0
crossriver,8183,2018,agric loan,1,0,0
crossriver,8183,2018,tv,1,1,1
crossriver,8183,2018,agric extens service,1,0,0
crossriver,8183,2018,hurricane lamp,1,1,2
crossriver,8183,2018,sport field,1,1,2
crossriver,8183,2018,meals 3 day,1,1,0
crossriver,8183,2018,radio,1,1,1
crossriver,8183,2018,moto,1,0,0
crossriver,8183,2018,access road,1,0,0
crossriver,8183,2018,phone,1,1,2
crossriver,8183,2018,access maternity,1,1,0
crossriver,8183,2018,machete,1,1,2
crossriver,8183,2018,wooden metal house,1,1,1
crossriver,8183,2018,access skill aquisition,1,1,0
crossriver,8183,2018,generator,1,1,1
crossriver,8183,2018,access bank,1,1,0
crossriver,8183,2018,wc,1,0,0
crossriver,8183,2018,access cassava machine,1,1,2
crossriver,8183,2018,fridge,1,0,0
crossriver,8183,2018,sec educ,1,1,0
crossriver,8183,2018,health workers,1,1,5
crossriver,8183,2018,chain saw,0,0,0
crossriver,8183,2018,sewing machine,1,0,0
crossriver,8183,2018,new clothes,1,1,0
crossriver,8183,2018,hair dressing,1,1,0
crossriver,8183,2018,matress,1,1,2
crossriver,8184,2018,hurricane lamp,0,0,0
crossriver,8184,2018,sewing machine,0,0,0
crossriver,8184,2018,sec educ,1,1,0
crossriver,8184,2018,car,0,0,0
crossriver,8184,2018,moto,1,1,1
crossriver,8184,2018,sport field,1,1,2
crossriver,8184,2018,phone,1,1,1
crossriver,8184,2018,access bank,1,1,0
crossriver,8184,2018,cocoa dryer,1,1,1
crossriver,8184,2018,access employment,1,1,1
crossriver,8184,2018,access skill aquisition,1,1,0
crossriver,8184,2018,radio,1,1,1
crossriver,8184,2018,meals 3 day,1,1,0
crossriver,8184,2018,agric loan,1,1,0
crossriver,8184,2018,matress,1,1,2
crossriver,8184,2018,chain saw,1,1,1
crossriver,8184,2018,drinking water 15min,1,0,0
crossriver,8184,2018,tv,1,1,1
crossriver,8184,2018,machete,1,1,3
crossriver,8184,2018,chair,1,1,4
crossriver,8184,2018,agric extens service,1,1,0
crossriver,8184,2018,access cassava machine,1,0,0
crossriver,8184,2018,barbing salon,1,1,0
crossriver,8184,2018,wc,1,1,1
crossriver,8184,2018,generator,1,1,2
crossriver,8184,2018,hair dressing,1,1,0
crossriver,8184,2018,new clothes,1,1,0
crossriver,8184,2018,access road,1,0,0
crossriver,8184,2018,access maternity,1,1,0
crossriver,8184,2018,access market,1,1,0
crossriver,8184,2018,wooden metal house,1,1,1
crossriver,8184,2018,health workers,1,1,4
crossriver,8184,2018,fridge,1,1,2
crossriver,8185,2018,sewing machine,0,0,0
crossriver,8185,2018,hurricane lamp,1,1,1
crossriver,8185,2018,meals 3 day,1,0,2
crossriver,8185,2018,access bank,1,0,0
crossriver,8185,2018,access cassava machine,1,1,2
crossriver,8185,2018,moto,0,0,0
crossriver,8185,2018,fridge,0,0,0
crossriver,8185,2018,cocoa dryer,0,0,0
crossriver,8185,2018,drinking water 15min,1,0,0
crossriver,8185,2018,agric loan,1,0,0
crossriver,8185,2018,access skill aquisition,1,1,0
crossriver,8185,2018,sport field,1,1,2
crossriver,8185,2018,car,0,0,0
crossriver,8185,2018,barbing salon,1,1,0
crossriver,8185,2018,tv,0,0,0
crossriver,8185,2018,wc,1,1,1
crossriver,8185,2018,new clothes,1,1,0
crossriver,8185,2018,access maternity,1,1,0
crossriver,8185,2018,chain saw,1,0,0
crossriver,8185,2018,access market,1,1,0
crossriver,8185,2018,hair dressing,1,1,0
crossriver,8185,2018,agric extens service,1,0,0
crossriver,8185,2018,machete,1,1,2
crossriver,8185,2018,access road,1,0,0
crossriver,8185,2018,wooden metal house,1,1,1
crossriver,8185,2018,sec educ,1,1,0
crossriver,8185,2018,health workers,1,1,4
crossriver,8185,2018,access employment,1,0,0
crossriver,8185,2018,phone,1,0,0
crossriver,8185,2018,matress,1,1,1
crossriver,8185,2018,radio,0,0,0
crossriver,8185,2018,generator,0,0,0
crossriver,8185,2018,chair,1,0,0
crossriver,8186,2018,meals 3 day,1,1,0
crossriver,8186,2018,barbing salon,1,1,0
crossriver,8186,2018,chain saw,0,0,0
crossriver,8186,2018,tv,1,0,0
crossriver,8186,2018,matress,1,1,1
crossriver,8186,2018,health workers,1,1,7
crossriver,8186,2018,access road,1,0,0
crossriver,8186,2018,sport field,1,1,2
crossriver,8186,2018,access maternity,1,1,0
crossriver,8186,2018,new clothes,1,1,0
crossriver,8186,2018,radio,1,1,1
crossriver,8186,2018,hurricane lamp,0,0,0
crossriver,8186,2018,access skill aquisition,1,1,0
crossriver,8186,2018,access cassava machine,1,1,1
crossriver,8186,2018,hair dressing,1,1,0
crossriver,8186,2018,drinking water 15min,1,0,0
crossriver,8186,2018,wc,1,1,1
crossriver,8186,2018,moto,1,0,0
crossriver,8186,2018,sec educ,1,1,0
crossriver,8186,2018,agric extens service,1,0,0
crossriver,8186,2018,access employment,1,0,0
crossriver,8186,2018,phone,1,1,1
crossriver,8186,2018,generator,1,0,0
crossriver,8186,2018,sewing machine,0,0,0
crossriver,8186,2018,cocoa dryer,1,1,1
crossriver,8186,2018,machete,1,1,2
crossriver,8186,2018,access bank,1,1,0
crossriver,8186,2018,access market,1,1,0
crossriver,8186,2018,chair,1,0,0
crossriver,8186,2018,wooden metal house,1,1,1
crossriver,8186,2018,fridge,1,0,0
crossriver,8186,2018,car,0,0,0
crossriver,8186,2018,agric loan,1,1,0
crossriver,8187,2018,matress,1,0,0
crossriver,8187,2018,health workers,1,1,5
crossriver,8187,2018,fridge,1,0,0
crossriver,8187,2018,drinking water 15min,1,0,0
crossriver,8187,2018,wc,1,1,1
crossriver,8187,2018,sewing machine,0,0,0
crossriver,8187,2018,hair dressing,1,1,0
crossriver,8187,2018,cocoa dryer,0,0,0
crossriver,8187,2018,radio,1,0,0
crossriver,8187,2018,tv,1,1,1
crossriver,8187,2018,chain saw,0,0,0
crossriver,8187,2018,hurricane lamp,1,1,3
crossriver,8187,2018,access cassava machine,1,1,1
crossriver,8187,2018,access skill aquisition,1,1,0
crossriver,8187,2018,wooden metal house,1,0,0
crossriver,8187,2018,car,0,0,0
crossriver,8187,2018,access bank,1,0,0
crossriver,8187,2018,sport field,1,1,2
crossriver,8187,2018,agric loan,1,0,0
crossriver,8187,2018,agric extens service,1,0,0
crossriver,8187,2018,machete,1,1,4
crossriver,8187,2018,generator,1,0,0
crossriver,8187,2018,chair,1,1,4
crossriver,8187,2018,access market,1,1,0
crossriver,8187,2018,access maternity,1,1,0
crossriver,8187,2018,access employment,1,0,0
crossriver,8187,2018,moto,1,0,0
crossriver,8187,2018,new clothes,1,0,0
crossriver,8187,2018,phone,1,1,1
crossriver,8187,2018,meals 3 day,1,0,2
crossriver,8187,2018,barbing salon,1,1,0
crossriver,8187,2018,access road,1,0,0
crossriver,8187,2018,sec educ,1,1,0
crossriver,8188,2018,access employment,1,0,0
crossriver,8188,2018,access skill aquisition,1,1,0
crossriver,8188,2018,phone,1,0,0
crossriver,8188,2018,cocoa dryer,1,0,0
crossriver,8188,2018,hurricane lamp,1,1,2
crossriver,8188,2018,wooden metal house,1,0,0
crossriver,8188,2018,agric loan,1,0,0
crossriver,8188,2018,chair,1,0,0
crossriver,8188,2018,access market,1,1,0
crossriver,8188,2018,matress,1,1,1
crossriver,8188,2018,barbing salon,1,1,0
crossriver,8188,2018,health workers,1,1,5
crossriver,8188,2018,sport field,1,1,2
crossriver,8188,2018,sec educ,1,1,0
crossriver,8188,2018,car,0,0,0
crossriver,8188,2018,machete,1,1,1
crossriver,8188,2018,new clothes,1,0,0
crossriver,8188,2018,hair dressing,1,1,0
crossriver,8188,2018,access cassava machine,1,1,2
crossriver,8188,2018,tv,0,0,0
crossriver,8188,2018,fridge,0,0,0
crossriver,8188,2018,wc,1,0,0
crossriver,8188,2018,access maternity,1,1,0
crossriver,8188,2018,chain saw,0,0,0
crossriver,8188,2018,sewing machine,1,0,0
crossriver,8188,2018,agric extens service,1,0,0
crossriver,8188,2018,drinking water 15min,1,0,0
crossriver,8188,2018,access bank,1,0,0
crossriver,8188,2018,meals 3 day,0,0,2
crossriver,8188,2018,radio,1,0,0
crossriver,8188,2018,moto,1,0,0
crossriver,8188,2018,generator,0,0,0
crossriver,8188,2018,access road,1,0,0
crossriver,8189,2018,access cassava machine,1,1,1
crossriver,8189,2018,sec educ,1,1,0
crossriver,8189,2018,phone,1,0,0
crossriver,8189,2018,sewing machine,1,0,0
crossriver,8189,2018,new clothes,1,0,0
crossriver,8189,2018,barbing salon,1,1,0
crossriver,8189,2018,car,0,0,0
crossriver,8189,2018,meals 3 day,1,1,0
crossriver,8189,2018,tv,1,0,0
crossriver,8189,2018,health workers,1,1,4
crossriver,8189,2018,matress,1,1,1
crossriver,8189,2018,access road,1,0,0
crossriver,8189,2018,chair,1,1,4
crossriver,8189,2018,access maternity,1,1,0
crossriver,8189,2018,drinking water 15min,1,0,0
crossriver,8189,2018,agric loan,1,0,0
crossriver,8189,2018,machete,1,1,1
crossriver,8189,2018,access employment,1,0,0
crossriver,8189,2018,wooden metal house,1,0,0
crossriver,8189,2018,generator,1,0,0
crossriver,8189,2018,hurricane lamp,1,0,0
crossriver,8189,2018,access market,1,1,0
crossriver,8189,2018,fridge,1,0,0
crossriver,8189,2018,hair dressing,1,1,0
crossriver,8189,2018,access bank,1,0,0
crossriver,8189,2018,wc,1,0,0
crossriver,8189,2018,cocoa dryer,1,0,0
crossriver,8189,2018,chain saw,0,0,0
crossriver,8189,2018,moto,1,1,1
crossriver,8189,2018,agric extens service,1,0,0
crossriver,8189,2018,sport field,1,1,2
crossriver,8189,2018,access skill aquisition,1,1,0
crossriver,8189,2018,radio,1,1,1
crossriver,8190,2018,chair,1,0,0
crossriver,8190,2018,sport field,1,1,2
crossriver,8190,2018,access market,1,1,0
crossriver,8190,2018,fridge,1,0,0
crossriver,8190,2018,new clothes,1,0,0
crossriver,8190,2018,agric extens service,1,1,0
crossriver,8190,2018,drinking water 15min,1,0,0
crossriver,8190,2018,moto,1,0,0
crossriver,8190,2018,wc,1,0,0
crossriver,8190,2018,generator,1,0,0
crossriver,8190,2018,access maternity,1,1,0
crossriver,8190,2018,chain saw,0,0,0
crossriver,8190,2018,access skill aquisition,1,1,0
crossriver,8190,2018,sewing machine,0,0,0
crossriver,8190,2018,machete,1,1,3
crossriver,8190,2018,meals 3 day,1,1,0
crossriver,8190,2018,access road,1,0,0
crossriver,8190,2018,radio,1,0,0
