landscape,id,surveyyear,nr,nrcollect
ndoki,5757,2020,liana,0
ndoki,5757,2020,marantaceas,4
ndoki,5757,2020,gnetum,5
ndoki,5758,2020,gnetum,3
ndoki,5758,2020,bushmeat,0
ndoki,5758,2020,firewood,5
ndoki,5758,2020,liana,0
ndoki,5758,2020,marantaceas,3
ndoki,5759,2020,gnetum,3
ndoki,5759,2020,firewood,5
ndoki,5759,2020,liana,0
ndoki,5759,2020,bushmeat,0
ndoki,5759,2020,marantaceas,4
ndoki,5760,2020,marantaceas,0
ndoki,5760,2020,firewood,3
ndoki,5760,2020,liana,0
ndoki,5760,2020,gnetum,0
ndoki,5760,2020,bushmeat,0
ndoki,5761,2020,firewood,0
ndoki,5761,2020,liana,0
ndoki,5761,2020,bushmeat,0
ndoki,5761,2020,gnetum,0
ndoki,5761,2020,marantaceas,0
ndoki,5762,2020,marantaceas,0
ndoki,5762,2020,liana,0
ndoki,5762,2020,gnetum,0
ndoki,5762,2020,firewood,0
ndoki,5762,2020,bushmeat,0
ndoki,5763,2020,bushmeat,0
ndoki,5763,2020,firewood,0
ndoki,5763,2020,liana,0
ndoki,5763,2020,gnetum,0
ndoki,5763,2020,marantaceas,0
ndoki,5764,2020,liana,0
ndoki,5764,2020,marantaceas,0
ndoki,5764,2020,bushmeat,0
ndoki,5764,2020,gnetum,0
ndoki,5764,2020,firewood,3
ndoki,5765,2020,bushmeat,0
ndoki,5765,2020,liana,0
ndoki,5765,2020,firewood,2
ndoki,5765,2020,marantaceas,0
ndoki,5765,2020,gnetum,0
ndoki,5766,2020,gnetum,0
ndoki,5766,2020,marantaceas,0
ndoki,5766,2020,liana,0
ndoki,5766,2020,bushmeat,0
ndoki,5766,2020,firewood,0
ndoki,5767,2020,firewood,6
ndoki,5767,2020,gnetum,0
ndoki,5767,2020,bushmeat,0
ndoki,5767,2020,liana,0
ndoki,5767,2020,marantaceas,3
ndoki,5768,2020,gnetum,0
ndoki,5768,2020,firewood,0
ndoki,5768,2020,marantaceas,0
ndoki,5768,2020,bushmeat,0
ndoki,5768,2020,liana,0
ndoki,5769,2020,firewood,4
ndoki,5769,2020,gnetum,3
ndoki,5769,2020,liana,0
ndoki,5769,2020,bushmeat,0
ndoki,5769,2020,marantaceas,3
ndoki,5770,2020,liana,0
ndoki,5770,2020,gnetum,4
ndoki,5770,2020,firewood,5
ndoki,5770,2020,bushmeat,3
ndoki,5770,2020,marantaceas,4
ndoki,5771,2020,bushmeat,0
ndoki,5771,2020,liana,0
ndoki,5771,2020,gnetum,0
ndoki,5771,2020,marantaceas,0
ndoki,5771,2020,firewood,0
ndoki,5772,2020,gnetum,0
ndoki,5772,2020,bushmeat,0
ndoki,5772,2020,liana,0
ndoki,5772,2020,marantaceas,0
ndoki,5772,2020,firewood,0
ndoki,5773,2020,marantaceas,0
ndoki,5773,2020,bushmeat,0
ndoki,5773,2020,firewood,0
ndoki,5773,2020,gnetum,0
ndoki,5773,2020,liana,0
ndoki,5774,2020,gnetum,0
ndoki,5774,2020,firewood,0
ndoki,5774,2020,liana,0
ndoki,5774,2020,bushmeat,0
ndoki,5774,2020,marantaceas,0
ndoki,5775,2020,bushmeat,0
ndoki,5775,2020,liana,0
ndoki,5775,2020,gnetum,0
ndoki,5775,2020,firewood,0
ndoki,5775,2020,marantaceas,0
ndoki,5776,2020,bushmeat,0
ndoki,5776,2020,firewood,0
ndoki,5776,2020,marantaceas,0
ndoki,5776,2020,gnetum,0
ndoki,5776,2020,liana,0
ndoki,5777,2020,marantaceas,0
ndoki,5777,2020,liana,0
ndoki,5777,2020,gnetum,0
ndoki,5777,2020,firewood,1
ndoki,5777,2020,bushmeat,0
ndoki,5778,2020,firewood,0
ndoki,5778,2020,marantaceas,0
ndoki,5778,2020,liana,0
ndoki,5778,2020,gnetum,0
ndoki,5778,2020,bushmeat,0
ndoki,5779,2020,gnetum,0
ndoki,5779,2020,firewood,3
ndoki,5779,2020,liana,0
ndoki,5779,2020,bushmeat,0
ndoki,5779,2020,marantaceas,0
ndoki,5780,2020,firewood,0
ndoki,5780,2020,liana,0
ndoki,5780,2020,gnetum,0
ndoki,5780,2020,bushmeat,0
ndoki,5780,2020,marantaceas,0
ndoki,5781,2020,bushmeat,0
ndoki,5781,2020,gnetum,0
ndoki,5781,2020,marantaceas,2
ndoki,5781,2020,liana,0
ndoki,5781,2020,firewood,6
ndoki,5782,2020,firewood,0
ndoki,5782,2020,bushmeat,0
ndoki,5782,2020,marantaceas,0
ndoki,5782,2020,gnetum,0
ndoki,5782,2020,liana,0
ndoki,5783,2020,bushmeat,0
ndoki,5783,2020,nr_freq,6
ndoki,5783,2020,liana,0
ndoki,5783,2020,gnetum,0
ndoki,5783,2020,marantaceas,0
ndoki,5783,2020,firewood,0
ndoki,5784,2020,gnetum,0
ndoki,5784,2020,liana,0
ndoki,5784,2020,bushmeat,0
ndoki,5784,2020,firewood,0
ndoki,5784,2020,marantaceas,0
ndoki,5785,2020,firewood,0
ndoki,5785,2020,marantaceas,0
ndoki,5785,2020,gnetum,0
ndoki,5785,2020,liana,0
ndoki,5785,2020,bushmeat,0
ndoki,5786,2020,marantaceas,0
ndoki,5786,2020,liana,0
ndoki,5786,2020,firewood,0
ndoki,5786,2020,bushmeat,0
ndoki,5786,2020,gnetum,0
ndoki,5787,2020,marantaceas,0
ndoki,5787,2020,firewood,0
ndoki,5787,2020,bushmeat,0
ndoki,5787,2020,liana,0
ndoki,5787,2020,gnetum,0
ndoki,5788,2020,bushmeat,0
ndoki,5788,2020,marantaceas,0
ndoki,5788,2020,liana,0
ndoki,5788,2020,gnetum,0
ndoki,5788,2020,firewood,0
ndoki,5789,2020,liana,0
ndoki,5789,2020,bushmeat,0
ndoki,5789,2020,marantaceas,0
ndoki,5789,2020,firewood,0
ndoki,5789,2020,gnetum,0
ndoki,5790,2020,bushmeat,0
ndoki,5790,2020,gnetum,0
ndoki,5790,2020,liana,0
ndoki,5790,2020,marantaceas,0
ndoki,5790,2020,firewood,0
ndoki,5791,2020,firewood,0
ndoki,5791,2020,bushmeat,0
ndoki,5791,2020,marantaceas,0
ndoki,5791,2020,liana,0
ndoki,5791,2020,gnetum,0
ndoki,5792,2020,firewood,3
ndoki,5792,2020,marantaceas,3
ndoki,5792,2020,gnetum,4
ndoki,5792,2020,bushmeat,0
ndoki,5792,2020,liana,0
ndoki,5793,2020,liana,0
ndoki,5793,2020,firewood,0
ndoki,5793,2020,marantaceas,0
ndoki,5793,2020,bushmeat,0
ndoki,5793,2020,gnetum,0
ndoki,5794,2020,marantaceas,0
ndoki,5794,2020,liana,0
ndoki,5794,2020,gnetum,0
ndoki,5794,2020,bushmeat,0
ndoki,5794,2020,firewood,0
ndoki,5795,2020,liana,0
ndoki,5795,2020,firewood,0
ndoki,5795,2020,marantaceas,0
ndoki,5795,2020,bushmeat,0
ndoki,5795,2020,gnetum,0
ndoki,5796,2020,gnetum,0
ndoki,5796,2020,bushmeat,0
ndoki,5796,2020,marantaceas,0
ndoki,5796,2020,firewood,0
ndoki,5796,2020,liana,0
ndoki,5797,2020,bushmeat,0
ndoki,5797,2020,gnetum,0
ndoki,5797,2020,liana,0
ndoki,5797,2020,marantaceas,0
ndoki,5797,2020,firewood,0
ndoki,5798,2020,liana,0
ndoki,5798,2020,gnetum,3
ndoki,5798,2020,firewood,4
ndoki,5798,2020,bushmeat,0
ndoki,5798,2020,marantaceas,3
ndoki,5799,2020,bushmeat,0
ndoki,5799,2020,liana,0
ndoki,5799,2020,firewood,0
ndoki,5799,2020,marantaceas,0
ndoki,5799,2020,gnetum,0
ndoki,5800,2020,bushmeat,0
ndoki,5800,2020,firewood,0
ndoki,5800,2020,liana,0
ndoki,5800,2020,marantaceas,0
ndoki,5800,2020,gnetum,0
ndoki,5801,2020,marantaceas,0
ndoki,5801,2020,bushmeat,0
ndoki,5801,2020,liana,0
ndoki,5801,2020,firewood,0
ndoki,5801,2020,gnetum,0
ndoki,5802,2020,firewood,4
ndoki,5802,2020,gnetum,5
ndoki,5802,2020,marantaceas,2
ndoki,5802,2020,liana,0
ndoki,5802,2020,bushmeat,0
ndoki,5803,2020,bushmeat,0
ndoki,5803,2020,marantaceas,0
ndoki,5803,2020,liana,0
ndoki,5803,2020,gnetum,0
ndoki,5803,2020,firewood,0
ndoki,5804,2020,liana,0
ndoki,5804,2020,gnetum,0
ndoki,5804,2020,firewood,0
ndoki,5804,2020,marantaceas,0
ndoki,5804,2020,bushmeat,0
ndoki,5805,2020,liana,0
ndoki,5805,2020,gnetum,0
ndoki,5805,2020,bushmeat,0
ndoki,5805,2020,marantaceas,0
ndoki,5805,2020,firewood,2
ndoki,5806,2020,liana,0
ndoki,5806,2020,bushmeat,2
ndoki,5806,2020,marantaceas,4
ndoki,5806,2020,gnetum,0
ndoki,5806,2020,firewood,0
ndoki,5807,2020,firewood,0
ndoki,5807,2020,gnetum,0
ndoki,5807,2020,liana,0
ndoki,5807,2020,marantaceas,0
ndoki,5807,2020,bushmeat,0
ndoki,5808,2020,liana,0
ndoki,5808,2020,firewood,6
ndoki,5808,2020,marantaceas,0
ndoki,5808,2020,gnetum,0
ndoki,5808,2020,bushmeat,0
ndoki,5809,2020,firewood,7
ndoki,5809,2020,marantaceas,4
ndoki,5809,2020,bushmeat,0
ndoki,5809,2020,liana,0
ndoki,5809,2020,gnetum,3
ndoki,5810,2020,marantaceas,0
ndoki,5810,2020,liana,0
ndoki,5810,2020,firewood,4
ndoki,5810,2020,bushmeat,0
ndoki,5810,2020,gnetum,0
ndoki,5811,2020,gnetum,5
ndoki,5811,2020,firewood,7
ndoki,5811,2020,bushmeat,0
ndoki,5811,2020,marantaceas,2
ndoki,5811,2020,liana,0
ndoki,5812,2020,gnetum,0
ndoki,5812,2020,marantaceas,3
ndoki,5812,2020,liana,0
ndoki,5812,2020,firewood,6
ndoki,5812,2020,bushmeat,0
ndoki,5813,2020,marantaceas,0
ndoki,5813,2020,bushmeat,0
ndoki,5813,2020,firewood,1
ndoki,5813,2020,gnetum,0
ndoki,5813,2020,liana,0
ndoki,5814,2020,liana,0
ndoki,5814,2020,gnetum,0
ndoki,5814,2020,bushmeat,0
ndoki,5814,2020,firewood,0
ndoki,5814,2020,marantaceas,0
ndoki,5815,2020,marantaceas,0
ndoki,5815,2020,firewood,6
ndoki,5815,2020,gnetum,0
ndoki,5815,2020,liana,0
ndoki,5815,2020,bushmeat,0
ndoki,5816,2020,bushmeat,0
ndoki,5816,2020,marantaceas,2
ndoki,5816,2020,liana,0
ndoki,5816,2020,gnetum,4
ndoki,5816,2020,firewood,7
ndoki,5817,2020,marantaceas,0
ndoki,5817,2020,firewood,0
ndoki,5817,2020,bushmeat,0
ndoki,5817,2020,liana,0
ndoki,5817,2020,gnetum,0
ndoki,5818,2020,marantaceas,1
ndoki,5818,2020,bushmeat,0
ndoki,5818,2020,gnetum,0
ndoki,5818,2020,liana,0
ndoki,5818,2020,firewood,3
ndoki,5819,2020,gnetum,0
ndoki,5819,2020,liana,0
ndoki,5819,2020,bushmeat,0
ndoki,5819,2020,marantaceas,0
ndoki,5819,2020,firewood,0
ndoki,5820,2020,gnetum,3
ndoki,5820,2020,bushmeat,0
ndoki,5820,2020,liana,1
ndoki,5820,2020,firewood,4
ndoki,5820,2020,marantaceas,5
ndoki,5821,2020,firewood,7
ndoki,5821,2020,gnetum,1
ndoki,5821,2020,marantaceas,1
ndoki,5821,2020,bushmeat,0
ndoki,5821,2020,liana,0
ndoki,5822,2020,firewood,2
ndoki,5822,2020,gnetum,1
ndoki,5822,2020,liana,0
ndoki,5822,2020,marantaceas,0
ndoki,5822,2020,bushmeat,0
ndoki,5823,2020,liana,1
ndoki,5823,2020,firewood,6
ndoki,5823,2020,gnetum,0
ndoki,5823,2020,marantaceas,0
ndoki,5823,2020,bushmeat,0
ndoki,5824,2020,marantaceas,7
ndoki,5824,2020,bushmeat,0
ndoki,5824,2020,liana,4
ndoki,5824,2020,gnetum,7
ndoki,5824,2020,firewood,7
ndoki,5825,2020,liana,0
ndoki,5825,2020,gnetum,0
ndoki,5825,2020,marantaceas,0
ndoki,5825,2020,bushmeat,0
ndoki,5825,2020,firewood,5
ndoki,5826,2020,bushmeat,0
ndoki,5826,2020,firewood,4
ndoki,5826,2020,gnetum,2
ndoki,5826,2020,liana,0
ndoki,5826,2020,marantaceas,0
ndoki,5827,2020,bushmeat,0
ndoki,5827,2020,gnetum,0
ndoki,5827,2020,firewood,2
ndoki,5827,2020,liana,0
ndoki,5827,2020,marantaceas,0
ndoki,5828,2020,liana,0
ndoki,5828,2020,gnetum,0
ndoki,5828,2020,bushmeat,0
ndoki,5828,2020,marantaceas,0
ndoki,5828,2020,firewood,6
ndoki,5829,2020,firewood,7
ndoki,5829,2020,marantaceas,5
ndoki,5829,2020,gnetum,4
ndoki,5829,2020,liana,2
ndoki,5829,2020,bushmeat,0
ndoki,5830,2020,bushmeat,0
ndoki,5830,2020,liana,0
ndoki,5830,2020,gnetum,3
ndoki,5830,2020,marantaceas,4
ndoki,5830,2020,firewood,4
ndoki,5831,2020,liana,0
ndoki,5831,2020,bushmeat,0
ndoki,5831,2020,marantaceas,4
ndoki,5831,2020,gnetum,3
ndoki,5831,2020,firewood,4
ndoki,5832,2020,bushmeat,0
ndoki,5832,2020,firewood,0
ndoki,5832,2020,marantaceas,0
ndoki,5832,2020,gnetum,0
ndoki,5832,2020,liana,0
ndoki,5833,2020,gnetum,0
ndoki,5833,2020,bushmeat,2
ndoki,5833,2020,liana,0
ndoki,5833,2020,marantaceas,0
ndoki,5833,2020,firewood,0
ndoki,5834,2020,firewood,3
ndoki,5834,2020,gnetum,0
ndoki,5834,2020,liana,0
ndoki,5834,2020,bushmeat,0
ndoki,5834,2020,marantaceas,4
ndoki,5835,2020,marantaceas,0
ndoki,5835,2020,gnetum,0
ndoki,5835,2020,bushmeat,0
ndoki,5835,2020,firewood,1
ndoki,5835,2020,liana,0
ndoki,5836,2020,bushmeat,0
ndoki,5836,2020,marantaceas,1
ndoki,5836,2020,liana,0
ndoki,5836,2020,gnetum,0
ndoki,5836,2020,firewood,1
ndoki,5837,2020,liana,0
ndoki,5837,2020,firewood,2
ndoki,5837,2020,bushmeat,0
ndoki,5837,2020,marantaceas,0
ndoki,5837,2020,gnetum,0
ndoki,5838,2020,gnetum,0
ndoki,5838,2020,firewood,2
ndoki,5838,2020,liana,0
ndoki,5838,2020,marantaceas,2
ndoki,5838,2020,bushmeat,0
ndoki,5839,2020,firewood,1
ndoki,5839,2020,marantaceas,0
ndoki,5839,2020,bushmeat,0
ndoki,5839,2020,liana,0
ndoki,5839,2020,gnetum,0
ndoki,5840,2020,marantaceas,0
ndoki,5840,2020,gnetum,0
ndoki,5840,2020,liana,0
ndoki,5840,2020,firewood,0
ndoki,5840,2020,bushmeat,0
ndoki,5841,2020,marantaceas,0
ndoki,5841,2020,bushmeat,0
ndoki,5841,2020,liana,0
ndoki,5841,2020,firewood,0
ndoki,5841,2020,gnetum,0
ndoki,5842,2020,gnetum,0
ndoki,5842,2020,marantaceas,0
ndoki,5842,2020,bushmeat,0
ndoki,5842,2020,liana,0
ndoki,5842,2020,firewood,0
ndoki,5843,2020,bushmeat,0
ndoki,5843,2020,gnetum,0
ndoki,5843,2020,liana,0
ndoki,5843,2020,marantaceas,0
ndoki,5843,2020,firewood,0
ndoki,5844,2020,firewood,5
ndoki,5844,2020,marantaceas,2
ndoki,5844,2020,gnetum,0
ndoki,5844,2020,liana,0
ndoki,5844,2020,bushmeat,0
ndoki,5845,2020,firewood,0
ndoki,5845,2020,gnetum,0
ndoki,5845,2020,bushmeat,0
ndoki,5845,2020,liana,0
ndoki,5845,2020,marantaceas,0
ndoki,5846,2020,nr_freq,4
ndoki,5846,2020,bushmeat,0
ndoki,5846,2020,gnetum,0
ndoki,5846,2020,marantaceas,4
ndoki,5846,2020,firewood,4
ndoki,5846,2020,liana,0
ndoki,5847,2020,liana,0
ndoki,5847,2020,bushmeat,0
ndoki,5847,2020,marantaceas,0
ndoki,5847,2020,gnetum,0
ndoki,5847,2020,firewood,0
ndoki,5848,2020,gnetum,4
ndoki,5848,2020,marantaceas,3
ndoki,5848,2020,firewood,7
ndoki,5848,2020,bushmeat,0
ndoki,5848,2020,liana,1
ndoki,5849,2020,gnetum,3
ndoki,5849,2020,firewood,2
ndoki,5849,2020,liana,1
ndoki,5849,2020,bushmeat,2
ndoki,5849,2020,marantaceas,0
ndoki,5850,2020,marantaceas,0
ndoki,5850,2020,liana,0
ndoki,5850,2020,firewood,0
ndoki,5850,2020,gnetum,0
ndoki,5850,2020,bushmeat,0
ndoki,5851,2020,marantaceas,2
ndoki,5851,2020,firewood,1
ndoki,5851,2020,gnetum,2
ndoki,5851,2020,bushmeat,0
ndoki,5851,2020,liana,1
ndoki,5852,2020,marantaceas,0
ndoki,5852,2020,gnetum,0
ndoki,5852,2020,bushmeat,0
ndoki,5852,2020,liana,0
ndoki,5852,2020,firewood,0
ndoki,5853,2020,marantaceas,0
ndoki,5853,2020,gnetum,0
ndoki,5853,2020,firewood,0
ndoki,5853,2020,bushmeat,0
ndoki,5853,2020,liana,0
ndoki,5854,2020,firewood,0
ndoki,5854,2020,gnetum,0
ndoki,5854,2020,bushmeat,0
ndoki,5854,2020,marantaceas,0
ndoki,5854,2020,liana,0
ndoki,5855,2020,firewood,0
ndoki,5855,2020,gnetum,0
ndoki,5855,2020,liana,0
ndoki,5855,2020,marantaceas,0
ndoki,5855,2020,bushmeat,0
ndoki,5856,2020,liana,0
ndoki,5856,2020,firewood,7
ndoki,5856,2020,bushmeat,4
ndoki,5856,2020,marantaceas,0
ndoki,5856,2020,gnetum,7
ndoki,5857,2020,gnetum,0
ndoki,5857,2020,firewood,0
ndoki,5857,2020,liana,0
ndoki,5857,2020,bushmeat,0
ndoki,5857,2020,marantaceas,0
ndoki,5858,2020,bushmeat,0
ndoki,5858,2020,liana,0
ndoki,5858,2020,firewood,0
ndoki,5858,2020,marantaceas,0
ndoki,5858,2020,gnetum,0
ndoki,5859,2020,firewood,7
ndoki,5859,2020,marantaceas,7
ndoki,5859,2020,liana,3
ndoki,5859,2020,gnetum,7
ndoki,5859,2020,bushmeat,0
ndoki,5860,2020,firewood,4
ndoki,5860,2020,nr_freq,4
ndoki,5860,2020,bushmeat,0
ndoki,5860,2020,marantaceas,5
ndoki,5860,2020,gnetum,3
ndoki,5860,2020,liana,2
ndoki,5861,2020,firewood,0
ndoki,5861,2020,bushmeat,0
ndoki,5861,2020,liana,0
ndoki,5861,2020,gnetum,0
ndoki,5861,2020,marantaceas,0
ndoki,5862,2020,gnetum,0
ndoki,5862,2020,bushmeat,0
ndoki,5862,2020,marantaceas,1
ndoki,5862,2020,liana,0
ndoki,5862,2020,firewood,0
ndoki,5863,2020,liana,1
ndoki,5863,2020,firewood,3
ndoki,5863,2020,gnetum,5
ndoki,5863,2020,bushmeat,0
ndoki,5863,2020,marantaceas,5
ndoki,5864,2020,firewood,5
ndoki,5864,2020,gnetum,6
ndoki,5864,2020,liana,0
ndoki,5864,2020,marantaceas,6
ndoki,5864,2020,bushmeat,0
ndoki,5865,2020,gnetum,0
ndoki,5865,2020,firewood,2
ndoki,5865,2020,marantaceas,0
ndoki,5865,2020,bushmeat,0
ndoki,5865,2020,liana,0
ndoki,5866,2020,marantaceas,0
ndoki,5866,2020,firewood,0
ndoki,5866,2020,bushmeat,0
ndoki,5866,2020,liana,0
ndoki,5866,2020,gnetum,0
ndoki,5867,2020,firewood,3
ndoki,5867,2020,gnetum,5
ndoki,5867,2020,bushmeat,0
ndoki,5867,2020,liana,2
ndoki,5867,2020,marantaceas,2
ndoki,5868,2020,marantaceas,0
ndoki,5868,2020,bushmeat,0
ndoki,5868,2020,firewood,0
ndoki,5868,2020,liana,0
ndoki,5868,2020,gnetum,0
ndoki,5869,2020,firewood,0
ndoki,5869,2020,liana,0
ndoki,5869,2020,gnetum,0
ndoki,5869,2020,bushmeat,0
ndoki,5869,2020,marantaceas,0
ndoki,5870,2020,bushmeat,0
ndoki,5870,2020,marantaceas,0
ndoki,5870,2020,liana,0
ndoki,5870,2020,gnetum,0
ndoki,5870,2020,firewood,0
ndoki,5871,2020,liana,0
ndoki,5871,2020,firewood,1
ndoki,5871,2020,marantaceas,0
ndoki,5871,2020,gnetum,0
ndoki,5871,2020,bushmeat,0
ndoki,5872,2020,firewood,2
ndoki,5872,2020,gnetum,0
ndoki,5872,2020,liana,0
ndoki,5872,2020,marantaceas,0
ndoki,5872,2020,bushmeat,0
ndoki,5873,2020,firewood,0
ndoki,5873,2020,gnetum,0
ndoki,5873,2020,marantaceas,0
ndoki,5873,2020,liana,0
ndoki,5873,2020,bushmeat,0
ndoki,5874,2020,bushmeat,0
ndoki,5874,2020,gnetum,0
ndoki,5874,2020,firewood,0
ndoki,5874,2020,liana,0
ndoki,5874,2020,marantaceas,0
ndoki,5875,2020,gnetum,6
ndoki,5875,2020,marantaceas,0
ndoki,5875,2020,firewood,5
ndoki,5875,2020,bushmeat,0
ndoki,5875,2020,liana,0
ndoki,5876,2020,marantaceas,0
ndoki,5876,2020,bushmeat,0
ndoki,5876,2020,liana,0
ndoki,5876,2020,firewood,0
ndoki,5876,2020,gnetum,0
ndoki,5877,2020,liana,0
ndoki,5877,2020,marantaceas,0
ndoki,5877,2020,gnetum,0
ndoki,5877,2020,bushmeat,0
ndoki,5877,2020,firewood,0
ndoki,5878,2020,firewood,0
ndoki,5878,2020,liana,0
ndoki,5878,2020,gnetum,0
ndoki,5878,2020,bushmeat,0
ndoki,5878,2020,marantaceas,0
ndoki,5879,2020,bushmeat,0
ndoki,5879,2020,gnetum,0
ndoki,5879,2020,marantaceas,0
ndoki,5879,2020,firewood,0
ndoki,5879,2020,liana,0
ndoki,5880,2020,bushmeat,0
ndoki,5880,2020,liana,0
ndoki,5880,2020,gnetum,0
ndoki,5880,2020,firewood,0
ndoki,5880,2020,marantaceas,0
ndoki,5881,2020,firewood,1
ndoki,5881,2020,bushmeat,0
ndoki,5881,2020,liana,0
ndoki,5881,2020,gnetum,0
ndoki,5881,2020,marantaceas,0
ndoki,5882,2020,bushmeat,0
ndoki,5882,2020,gnetum,0
ndoki,5882,2020,marantaceas,0
ndoki,5882,2020,liana,0
ndoki,5882,2020,firewood,1
ndoki,5883,2020,gnetum,0
ndoki,5883,2020,marantaceas,0
ndoki,5883,2020,liana,0
ndoki,5883,2020,firewood,3
ndoki,5883,2020,bushmeat,0
ndoki,5884,2020,liana,0
ndoki,5884,2020,gnetum,0
ndoki,5884,2020,bushmeat,0
ndoki,5884,2020,marantaceas,0
ndoki,5884,2020,firewood,0
ndoki,5885,2020,firewood,2
ndoki,5885,2020,bushmeat,0
ndoki,5885,2020,liana,0
ndoki,5885,2020,gnetum,0
ndoki,5885,2020,marantaceas,0
ndoki,5886,2020,bushmeat,0
ndoki,5886,2020,marantaceas,0
ndoki,5886,2020,firewood,0
ndoki,5886,2020,liana,0
ndoki,5886,2020,gnetum,0
ndoki,5887,2020,gnetum,0
ndoki,5887,2020,liana,0
ndoki,5887,2020,marantaceas,0
ndoki,5887,2020,bushmeat,0
ndoki,5887,2020,firewood,0
ndoki,5888,2020,bushmeat,0
ndoki,5888,2020,gnetum,3
ndoki,5888,2020,firewood,3
ndoki,5888,2020,liana,0
ndoki,5888,2020,marantaceas,0
ndoki,5889,2020,bushmeat,3
ndoki,5889,2020,liana,0
ndoki,5889,2020,gnetum,3
ndoki,5889,2020,marantaceas,3
ndoki,5889,2020,firewood,2
ndoki,5890,2020,marantaceas,0
ndoki,5890,2020,gnetum,0
ndoki,5890,2020,liana,0
ndoki,5890,2020,firewood,0
ndoki,5890,2020,bushmeat,0
ndoki,5891,2020,gnetum,1
ndoki,5891,2020,firewood,1
ndoki,5891,2020,marantaceas,0
ndoki,5891,2020,bushmeat,0
ndoki,5891,2020,liana,0
ndoki,5892,2020,bushmeat,0
ndoki,5892,2020,liana,1
ndoki,5892,2020,gnetum,2
ndoki,5892,2020,firewood,3
ndoki,5892,2020,marantaceas,0
ndoki,5893,2020,gnetum,5
ndoki,5893,2020,firewood,3
ndoki,5893,2020,marantaceas,0
ndoki,5893,2020,liana,0
ndoki,5893,2020,bushmeat,0
ndoki,5894,2020,marantaceas,0
ndoki,5894,2020,liana,0
ndoki,5894,2020,firewood,3
ndoki,5894,2020,bushmeat,0
ndoki,5894,2020,gnetum,2
ndoki,5895,2020,firewood,0
ndoki,5895,2020,gnetum,0
ndoki,5895,2020,marantaceas,0
ndoki,5895,2020,bushmeat,0
ndoki,5895,2020,liana,0
ndoki,5896,2020,gnetum,0
ndoki,5896,2020,bushmeat,0
ndoki,5896,2020,liana,0
ndoki,5896,2020,marantaceas,0
ndoki,5896,2020,firewood,0
ndoki,5897,2020,firewood,5
ndoki,5897,2020,marantaceas,2
ndoki,5897,2020,bushmeat,0
ndoki,5897,2020,gnetum,3
ndoki,5897,2020,liana,0
ndoki,5898,2020,firewood,2
ndoki,5898,2020,bushmeat,0
ndoki,5898,2020,liana,0
ndoki,5898,2020,gnetum,6
ndoki,5898,2020,marantaceas,0
ndoki,5899,2020,firewood,2
ndoki,5899,2020,gnetum,0
ndoki,5899,2020,liana,0
ndoki,5899,2020,bushmeat,0
ndoki,5899,2020,marantaceas,0
ndoki,5900,2020,gnetum,0
ndoki,5900,2020,marantaceas,0
ndoki,5900,2020,liana,0
ndoki,5900,2020,bushmeat,0
ndoki,5900,2020,firewood,0
ndoki,5901,2020,gnetum,0
ndoki,5901,2020,firewood,0
ndoki,5901,2020,bushmeat,0
ndoki,5901,2020,marantaceas,0
ndoki,5901,2020,liana,0
ndoki,5902,2020,bushmeat,0
ndoki,5902,2020,gnetum,3
ndoki,5902,2020,firewood,2
ndoki,5902,2020,liana,1
ndoki,5902,2020,marantaceas,2
ndoki,5903,2020,marantaceas,7
ndoki,5903,2020,firewood,2
ndoki,5903,2020,bushmeat,0
ndoki,5903,2020,liana,1
ndoki,5903,2020,gnetum,7
ndoki,5904,2020,firewood,2
ndoki,5904,2020,liana,0
ndoki,5904,2020,bushmeat,0
ndoki,5904,2020,gnetum,0
ndoki,5904,2020,marantaceas,0
ndoki,5905,2020,firewood,7
ndoki,5905,2020,marantaceas,7
ndoki,5905,2020,gnetum,7
ndoki,5905,2020,bushmeat,0
ndoki,5905,2020,liana,3
ndoki,5906,2020,gnetum,0
ndoki,5906,2020,liana,0
ndoki,5906,2020,marantaceas,0
ndoki,5906,2020,bushmeat,3
ndoki,5906,2020,firewood,0
ndoki,5907,2020,liana,0
ndoki,5907,2020,marantaceas,0
ndoki,5907,2020,bushmeat,0
ndoki,5907,2020,gnetum,0
ndoki,5907,2020,firewood,7
ndoki,5908,2020,bushmeat,0
ndoki,5908,2020,marantaceas,7
ndoki,5908,2020,liana,0
ndoki,5908,2020,gnetum,7
ndoki,5908,2020,firewood,7
ndoki,5909,2020,bushmeat,0
ndoki,5909,2020,marantaceas,7
ndoki,5909,2020,liana,7
ndoki,5909,2020,gnetum,7
ndoki,5909,2020,firewood,7
ndoki,5910,2020,liana,1
ndoki,5910,2020,bushmeat,0
ndoki,5910,2020,marantaceas,7
ndoki,5910,2020,firewood,7
ndoki,5910,2020,gnetum,7
ndoki,5911,2020,marantaceas,0
ndoki,5911,2020,liana,0
ndoki,5911,2020,bushmeat,0
ndoki,5911,2020,firewood,2
ndoki,5911,2020,gnetum,0
ndoki,5912,2020,bushmeat,0
ndoki,5912,2020,gnetum,0
ndoki,5912,2020,liana,0
ndoki,5912,2020,marantaceas,1
ndoki,5912,2020,firewood,0
ndoki,5913,2020,liana,0
ndoki,5913,2020,firewood,0
ndoki,5913,2020,marantaceas,0
ndoki,5913,2020,bushmeat,0
